CodeHydro,Periode,Automne,Hiver,Printemps,Été
P230001001,1976-2005,92.05029654831375,246.78865188942848,177.860625257971,74.19460697838036
P238001001,1976-2005,95.07284223721106,254.88034686589467,184.5732437692029,77.72286005899598
P248401001,1976-2005,3.3379938048503224,8.331376335076579,6.564840930072464,3.5497259926713083
P258001001,1976-2005,98.82161331527094,265.47617767575645,193.54914237572467,82.5718112330524
P313102001,1976-2005,8.927914737400531,27.59326822599925,17.722698394927537,7.004720575668744
P320102001,1976-2005,10.762831969685488,33.74710610459469,21.832397095289856,8.666512486625138
P392252002,1976-2005,10.849602979916636,32.1796883010833,20.859736476086955,8.517215763283254
P400101001,1976-2005,26.163676970443348,79.93182816062756,52.408567247826085,21.394783668743127
P427101001,1976-2005,32.31286626752558,96.37595364998133,65.42171002608696,27.906639749725173
P616151001,1976-2005,5.736901078438803,18.985047591333583,12.052336364130433,5.076268173689996
P616151101,1976-2005,6.3278581318681315,20.640878547627942,13.268204083695652,5.652368054965189
P634251001,1976-2005,4.74881045585449,15.852215370564064,10.27336752536232,4.160667349212166
P638251001,1976-2005,6.2492107286851075,20.034488180052296,13.452527542028985,5.688792550384756
P700151001,1976-2005,12.862921522925351,41.42283968546881,27.322246755072463,11.640817329791133
P712151001,1976-2005,19.665525196286474,59.26798964774001,41.32056896521739,18.511253600586294
P718152002,1976-2005,20.392845802576733,60.985134632424355,42.799749677173914,19.29556917002565
P726151001,1976-2005,22.144416023114815,65.44546549981322,46.521084315217394,21.27250378856724
P816252001,1976-2005,6.990760926108375,21.071687800522973,14.095368167753623,6.354838662147307
P828401001,1976-2005,3.2776474698749527,8.736151932760553,6.38828553768116,3.0495654833272257
P831252001,1976-2005,11.202499592269799,32.210611170713484,22.34897104384058,10.329695992304874
Q028003001,1976-2005,9.389178834406973,23.08436833545013,25.976146476086956,11.360225692561379
Q045001001,1976-2005,11.83975207502842,29.479178391856557,31.074415033333334,13.96589243972151
Q052252001,1976-2005,2.3984214573702163,6.471000097870751,5.872204584782608,2.517821430560645
Q061251001,1976-2005,4.817017212959454,12.690347689204334,11.205208032608695,5.079938761817515
Q061252001,1976-2005,4.369334939749906,11.498765749346283,10.25765975942029,4.575495838402345
Q074001001,1976-2005,20.03369479045093,50.75385449234217,49.340470124637676,22.943835414437523
Q109402001,1976-2005,4.115918656688139,10.818284106462459,7.611386330072464,3.5926581388787104
Q142001001,1976-2005,34.538673326259946,89.77155591072095,76.03828734637682,35.621310254305605
Q206000101,1976-2005,1.6253565759757485,3.768085002241315,3.0061546750000003,1.6636483869549286
Q215251001,1976-2005,3.3338870257673365,8.08921525401569,6.2699344757246385,3.3479380131916456
Q219252001,1976-2005,4.802897151951497,12.044237424729175,8.939615932971014,4.6383015196042505
Q224291001,1976-2005,1.5115996642667677,3.5803946215913336,2.790621986594203,1.4828554642726275
Q229291001,1976-2005,2.5695084172034863,6.453325359357489,4.8708090119565215,2.5065494683034077
Q235401001,1976-2005,1.9636618692686623,5.5503741393350765,3.665145411594203,1.814218761451081
Q240291001,1976-2005,5.350271971201213,14.387074304445276,10.047431011594202,5.053697849395383
Q250331001,1976-2005,12.464886220538082,33.1150734889802,23.222868841304347,11.743469522535728
Q259331001,1976-2005,16.289765022356953,44.08431541464326,29.973632226086956,14.923939360205203
Q312001002,1976-2005,65.37885616900341,171.3317667807247,127.29601936086956,60.06408994210333
Q335401001,1976-2005,2.379896552860932,6.0960597923048185,4.352767902898551,2.0436006812019056
Q346401001,1976-2005,12.244390762031072,30.6913217964139,19.26361464384058,8.607443093074385
Q480101001,1976-2005,17.403274626373626,27.489682450877847,58.37346378514492,29.76830144192012
Q504101001,1976-2005,23.628107995452822,42.140528443780354,72.18221107173913,35.760490576035174
Q550101001,1976-2005,37.35727537703676,77.1904065778857,96.91975192971015,47.60773078123855
Q700291001,1976-2005,26.491567683213336,53.93369228464699,73.8025124884058,28.719667544521805
Q741291001,1976-2005,52.557274639257294,115.6313883145312,121.20198769565216,48.45616913118358
R011001002,1976-2005,3.2578319950738917,8.470407564811357,6.225099220652174,3.031693810553316
R022001002,1976-2005,5.571264339143616,14.490348511766905,10.428148408695652,5.0749738534261635
R118001001,1976-2005,7.148804485790072,20.628152113559956,14.473954334420291,6.6141335452546715
R222001001,1976-2005,20.11373772603259,53.92427060664924,38.83666390362319,18.503695589959694
R314001002,1976-2005,24.54959399242137,64.55209623010833,47.40902680833333,22.865797037742762
R411001001,1976-2005,2.5928090977643046,6.109531411281285,4.470981736956522,2.309129504946867
